Customer ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,Population,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Score,CLTV,Churn Category,Churn Reason,Total Spend
0471-ARVMX,0,70,No,1,1,No,0,United States,California,Kelseyville,95451,38.93496,-122.792243,9902,Yes,8,1.2067175419420404,Offer B,1,22.74,Yes,1,Fiber Optic,18,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,1.332372584214265,1.7795290057049458,0.0,0,1409.88,7722.78,3,Stayed,68,5061,Unknown,Unknown,1.6077973697740022
1734-ZMNTZ,0,50,No,0,1,Yes,2,United States,California,Eureka,95501,40.796621,-124.15428,23224,Yes,1,-0.8714950816053613,,1,15.04,Yes,0,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,-1.3215172250510334,-0.873622780472709,0.0,0,165.44,466.14,4,Stayed,65,5409,Unknown,Unknown,1.151695761888741
9846-GKXAS,0,53,No,0,0,No,0,United States,California,Burlingame,94010,37.57028,-122.365778,40346,No,0,-0.9529936158621221,Offer E,1,1.34,No,1,Fiber Optic,9,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8654076271675846,-0.6489817311473813,0.0,0,12.06,821.81,3,Churned,70,2578,Attitude,Attitude of support person,-0.8247279438090956
5199-FPUSP,1,64,No,0,0,Yes,2,United States,California,Esparto,95627,38.834469,-122.127193,2756,No,0,0.02498879521900814,,0,0.0,No,1,Cable,12,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,-1.0207319680209652,-0.5147398939903934,0.0,0,0.0,1113.95,3,Stayed,73,3044,Unknown,Unknown,-0.025506862122371063
4115-UMJFQ,1,37,No,0,0,No,0,United States,California,West Hills,91307,34.199787,-118.68493,23637,No,0,1.4919624118407036,,0,0.0,No,1,DSL,19,No,Yes,Yes,No,No,No,No,No,One Year,Yes,Bank Withdrawal,-0.9642308700153169,0.09349654306902938,0.0,150,0.0,2642.25,5,Stayed,32,4043,Unknown,Unknown,-1.438596214399312
6408-OTUBZ,0,44,No,0,0,No,0,United States,California,Glendale,91208,34.195386,-118.238508,16910,No,0,1.3697146104555622,Offer A,1,16.39,Yes,1,Fiber Optic,26,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,1.3224018022132684,1.98523851389275,0.0,0,1081.74,7860.79,3,Stayed,53,4494,Unknown,Unknown,1.8113130693842803
2919-HBCJO,0,36,No,0,0,No,0,United States,California,Downieville,95936,39.578792,-120.780786,404,No,0,-1.1567399515040242,,1,24.09,No,1,Fiber Optic,17,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.395119076120572,-0.8591041859872887,0.0,0,96.36,429.96,1,Churned,90,4580,Other,Moved,-0.45705002095002534
6845-RGTYS,0,29,Yes,0,1,No,0,United States,California,San Diego,92117,32.825086,-117.199424,51213,Yes,1,0.5954785350163341,,1,2.87,Yes,1,Fiber Optic,51,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1.1296333501939984,0.9943775373626945,0.0,0,134.89,4668.59,1,Churned,80,4622,Competitor,Competitor made better offer,0.6726724124791156
5175-WLYXL,1,56,No,0,0,No,0,United States,California,Fallbrook,92028,33.362575,-117.299644,42239,No,0,-0.42325314319317653,Offer D,1,30.35,Yes,1,Fiber Optic,10,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,0.46823814412788106,-0.30013829829860117,0.0,50,667.7,2317.95,5,Stayed,75,2444,Unknown,Unknown,-0.19818326626506527
2931-SVLTV,1,59,No,0,1,Yes,3,United States,California,Vallejo,94589,38.161321,-122.271588,42209,Yes,6,0.31023366511767114,Offer B,1,11.5,Yes,1,Fiber Optic,22,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,1.506861269231708,0.9658699019901062,0.0,0,460.0,4929.1,3,Stayed,39,2283,Unknown,Unknown,0.4674790943776186
4877-EVATK,1,30,No,0,0,No,0,United States,California,Elk,95432,39.108252,-123.645121,383,No,0,-1.2789877528891656,,1,46.77,No,0,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,-1.4876969250676457,-0.9974941929972538,0.0,0,46.77,66.77000000000001,2,Churned,83,3657,Attitude,Attitude of service provider,1.9027461471723894
6860-YRJZP,1,66,No,1,0,No,0,United States,California,Sacramento,95820,38.53508,-121.444144,37031,No,0,-0.9529936158621221,Offer E,1,39.77,Yes,1,Fiber Optic,25,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,0.3087056321119333,-0.7069237206895,0.0,0,357.93,1036.38,5,Stayed,51,2003,Unknown,Unknown,-0.29419449658335334
2485-ITVKB,0,36,No,0,1,No,0,United States,California,Northridge,91325,34.236683,-118.517588,32307,Yes,1,-1.238238485760785,Offer E,0,0.0,No,1,DSL,12,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,-0.9858342310174765,-0.9759810780682493,0.0,10,0.0,78.75,2,Churned,78,2643,Attitude,Attitude of support person,1.220697885426228
6898-RBTLU,0,47,No,0,1,Yes,1,United States,California,Whittier,90602,33.972119,-118.020188,26265,Yes,9,0.676977069273095,Offer B,1,16.6,Yes,1,DSL,14,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,0.4831943171293762,0.7158102799486622,0.0,0,813.4000000000001,4715.85,5,Stayed,59,6366,Unknown,Unknown,0.32711147269965957
1777-JYQPJ,1,19,Yes,0,0,No,0,United States,California,Colfax,95713,39.084645,-120.894014,8525,No,0,-1.238238485760785,Offer E,0,0.0,No,1,DSL,59,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,-1.3447823830533592,-0.989352306424123,0.0,0,0.0,38.45,4,Joined,77,2515,Unknown,Unknown,1.6651613016697715
3130-ICDUP,0,56,No,0,0,Yes,1,United States,California,Hercules,94547,37.991259,-122.214945,22479,No,0,-1.238238485760785,,1,5.3,Yes,1,Fiber Optic,11,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,0.5247392421335293,-0.9233125597753943,0.0,0,10.6,198.7,4,Joined,40,5346,Unknown,Unknown,-0.6497523245986833
8807-OPMBM,0,36,No,0,1,Yes,3,United States,California,Newbury Park,91320,34.172071,-118.946262,37779,Yes,1,0.9214726720433775,Offer B,1,1.44,Yes,0,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,-1.2999138640488739,-0.39380309098949756,0.0,0,79.2,1467.2,5,Stayed,42,4466,Unknown,Unknown,-1.1978351017313476
4717-GHADL,0,39,No,0,0,No,0,United States,California,Callahan,96014,41.388397,-122.794636,290,No,0,0.7177263364014754,Offer B,1,48.45,Yes,1,DSL,14,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,0.4931650991303729,0.7695379054380221,0.0,0,2422.5,6446.7,4,Stayed,39,5592,Unknown,Unknown,0.353957579839913
4660-IRIBM,1,32,No,0,1,Yes,1,United States,California,Crows Landing,95313,37.435664,-121.049056,1508,Yes,1,-0.5862502117066982,Offer D,1,24.16,No,1,Fiber Optic,19,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,0.7690234011579498,-0.3441574411533334,0.0,0,434.88,1935.38,4,Stayed,33,5192,Unknown,Unknown,-0.45084013173625315
2107-FBPTK,0,80,No,1,0,No,0,United States,California,Ramona,92065,33.044541,-116.833922,33104,No,0,-0.09725900616613313,,1,41.93,Yes,1,Fiber Optic,21,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,1.3074456292117733,0.3710046932865568,0.0,0,1257.9,4379.0,4,Stayed,59,5655,Unknown,Unknown,-0.12716086251339168
9831-BPFRI,0,50,No,0,1,No,0,United States,California,Ferndale,95536,40.4785,-124.301372,2965,Yes,1,0.2694843979892907,,1,35.32,Yes,1,Fiber Optic,30,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,0.8238627021634315,0.5269361632386332,0.0,0,1377.48,4851.93,2,Churned,65,3849,Dissatisfaction,Poor expertise of online support,0.22201814431834263
7979-CORPM,1,40,No,0,0,No,0,United States,California,Oakdale,95361,37.785033,-120.776141,25384,No,0,-0.3417546089364157,,1,35.93,Yes,1,Fiber Optic,5,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,0.8570986421667539,0.0009570517744194536,0.0,0,862.3199999999999,3144.87,2,Churned,67,5927,Other,Don't know,-0.29291741127363186
1383-EZRWL,0,62,No,0,0,No,0,United States,California,Long Beach,90810,33.819814,-118.222416,35656,No,0,-1.0344921501188828,Offer E,1,48.22,No,0,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,-1.4860351280674797,-0.9335726607415349,0.0,0,337.54,502.39,2,Churned,89,5595,Other,Moved,1.5372916747867165
3707-GNWHM,1,28,Yes,0,0,No,0,United States,California,Carmel Valley,93924,36.414611,-121.6386,6691,No,0,-1.2789877528891656,,1,21.8,Yes,1,Fiber Optic,42,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,0.3153528201125979,-0.9735539574095924,0.0,0,21.8,96.05,1,Churned,93,4750,Other,Don't know,-0.40333239476307287
6762-NSODU,0,46,No,0,1,Yes,3,United States,California,Los Angeles,90015,34.039224,-118.266293,15140,Yes,9,0.5547292678879536,,1,12.68,No,0,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,-1.5076384890696393,-0.5834936028301657,0.0,0,583.28,1541.4299999999998,4,Stayed,77,4630,Unknown,Unknown,-0.8363311952813015
6877-LGWXO,1,66,No,1,1,No,0,United States,California,Pleasanton,94588,37.685052,-121.912061,28568,Yes,1,-0.5862502117066982,Offer D,1,4.98,No,1,Fiber Optic,18,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,0.4582673621268844,-0.37851223083995894,0.0,0,89.64000000000001,1512.2900000000002,3,Churned,84,3521,Attitude,Attitude of support person,-0.26865933806515613
9708-HPXWZ,1,74,No,1,0,No,0,United States,California,El Sobrante,94803,37.963995,-122.288296,25399,No,0,-1.1159906843756437,,0,0.0,No,1,DSL,4,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,-0.6435040489832552,-0.9115520569475385,0.0,0,0.0,214.75,5,Stayed,68,2599,Unknown,Unknown,0.7181445240233207
1971-DTCZB,0,52,No,0,1,No,0,United States,California,Yreka,96097,41.764869,-122.671316,9538,Yes,6,1.6142102132258447,,1,42.64,Yes,1,DSL,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.8703930181680831,1.8482385850781973,0.0,0,3070.08,9538.68,3,Stayed,54,6091,Unknown,Unknown,1.404997299447388
2194-IIQOF,0,38,No,0,1,No,0,United States,California,Sunnyvale,94087,37.3511,-122.037311,50070,Yes,7,1.5734609460974642,Offer A,1,19.9,Yes,1,DSL,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,0.8155537171626008,1.8129570765946297,0.0,0,1412.9,7801.549999999999,3,Stayed,30,4658,Unknown,Unknown,1.2832419233999697
1024-GUALD,0,29,Yes,0,1,No,0,United States,California,Glendale,91207,34.182378,-118.262922,9864,Yes,4,-1.2789877528891656,Offer E,0,0.0,No,1,DSL,29,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,-1.328164413051698,-0.9953759786042441,0.0,0,0.0,24.8,1,Churned,94,4851,Dissatisfaction,Product dissatisfaction,1.698706018116349
8780-YRMTT,0,64,No,0,0,No,0,United States,California,Yountville,94599,38.421458,-122.365048,2873,No,0,1.3697146104555622,Offer A,0,0.0,No,1,DSL,29,Yes,Yes,Yes,Yes,No,No,No,No,Two Year,Yes,Mailed Check,-0.5770321689766102,0.39578338873811786,0.0,0,0.0,3177.25,3,Stayed,27,6435,Unknown,Unknown,-0.7903693925501258
5201-FRKKS,1,53,No,0,0,No,0,United States,California,Winnetka,91306,34.209532,-118.577563,43857,No,0,-0.3010053418080353,Offer C,1,17.3,No,1,Fiber Optic,26,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.3170146171127639,-0.14480257614455863,40.54,0,432.5,2344.21,4,Stayed,64,4815,Unknown,Unknown,-0.09542309318217093
9103-TCIHJ,0,60,No,0,0,No,0,United States,California,Los Angeles,90059,33.927254,-118.249826,38128,No,0,-0.7084980130918396,Offer D,1,40.66,Yes,1,DSL,8,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,-0.3011738669490337,-0.6092431465451895,0.0,0,609.9,1509.6999999999998,2,Churned,73,4519,Price,Price too high,0.2133810863285764
5389-FFVKB,1,71,No,1,1,No,0,United States,California,Thousand Oaks,91360,34.214054,-118.88109,42526,Yes,1,-0.015760471909372284,,1,2.08,No,1,Fiber Optic,25,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.5164302571326987,0.08943663214909425,0.0,0,66.56,2549.61,1,Churned,94,5365,Dissatisfaction,Service dissatisfaction,-0.008139184560689804
2777-PHDEI,0,20,Yes,0,0,No,0,United States,California,Ahwahnee,93601,37.375816,-119.739935,1968,No,0,-1.2789877528891656,,1,29.41,No,1,Fiber Optic,59,No,No,No,No,Yes,No,Yes,No,Month-to-Month,No,Bank Withdrawal,0.44164939212522314,-0.971877037681793,0.0,10,29.41,117.46,1,Churned,91,3458,Competitor,Competitor offered more data,-0.5648641635991051
1013-QCWAM,0,73,No,1,1,No,0,United States,California,Garden Grove,92841,33.786738,-117.982564,31428,No,0,1.3697146104555622,Offer A,1,28.06,Yes,1,Fiber Optic,20,No,Yes,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,1.1977670272008092,1.946272194954676,0.0,0,1851.96,8542.71,4,Stayed,32,5469,Unknown,Unknown,1.640598997078873
0594-UFTUL,1,35,No,0,1,Yes,3,United States,California,Mather,95655,38.549822,-121.266725,929,Yes,1,-0.7899965473486004,Offer D,1,40.2,No,0,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,-1.4926823160681442,-0.8951138306684531,0.0,0,522.6,774.6,4,Stayed,31,2928,Unknown,Unknown,1.179213875982146
5356-RHIPP,1,38,No,0,0,No,0,United States,California,Dinuba,93618,36.523619,-119.386868,24206,No,0,-1.2789877528891656,Offer E,1,45.49,No,0,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,-1.481049737066981,-0.9974059340642119,0.0,0,45.49,65.69,1,Churned,81,5355,Competitor,Competitor made better offer,1.8942444751283876
7017-VFHAY,0,42,No,0,1,Yes,1,United States,California,Glendora,91740,34.119363,-117.855059,25135,Yes,3,1.1659682748136602,Offer B,1,20.01,Yes,1,Fiber Optic,12,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,1.6730409692483204,2.0863391216924403,0.0,0,1220.61,8228.76,3,Stayed,38,6090,Unknown,Unknown,1.950712692607038
9253-VIFJQ,1,50,No,0,1,No,0,United States,California,Chualar,93925,36.596271,-121.442274,1140,Yes,6,1.3289653433271817,Offer B,1,39.49,Yes,1,DSL,18,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card,0.07605405208867606,0.8954613381557951,0.0,0,2566.85,6876.4,3,Stayed,52,5224,Unknown,Unknown,0.10107319944545075
4884-LEVMQ,1,39,No,0,1,No,0,United States,California,Valley Springs,95252,38.156971,-120.849231,11266,Yes,10,0.2694843979892907,Offer C,1,36.39,No,0,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,-1.4727407520661506,-0.6576973007852858,0.0,0,1419.21,2209.21,5,Stayed,80,2165,Unknown,Unknown,-0.3968806549648418
1346-PJWTK,1,63,No,0,1,No,0,United States,California,Corona,92880,33.918043,-117.617809,16998,Yes,1,1.1659682748136602,,1,17.73,No,1,Fiber Optic,2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,0.9767480261787151,1.5231147404844734,0.0,0,1081.53,6813.38,3,Stayed,70,4806,Unknown,Unknown,1.1388572110112443
9136-ALYBR,1,44,No,0,0,No,0,United States,California,Fontana,92337,34.049671,-117.468896,29847,No,0,-1.2789877528891656,,0,0.0,No,1,Cable,2,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,-1.3397969920528607,-0.9955304317370679,0.0,0,0.0,24.45,3,Churned,65,2121,Price,Extra data charges,1.7135839441933516
2908-ZTPNF,0,41,No,0,0,No,0,United States,California,Pleasanton,94566,37.633361,-121.862395,36669,No,0,0.14723659660414942,Offer C,0,0.0,No,1,Cable,2,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-0.9941432160183071,-0.4471114865469076,0.0,0,0.0,1267.2,4,Stayed,50,4452,Unknown,Unknown,-0.14637426366363926
7480-SPLEF,1,63,No,0,1,Yes,2,United States,California,Dunlap,93621,36.789213,-119.140338,506,Yes,5,1.4919624118407036,,1,11.6,Yes,0,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,-1.288281285047711,-0.21351215551780983,0.0,0,800.4,2596.95,3,Stayed,22,4933,Unknown,Unknown,-1.9220672531690237
6618-RYATB,0,56,No,0,0,No,0,United States,California,North Hollywood,91605,34.207295,-118.400022,57146,No,0,-1.2789877528891656,Offer E,1,5.1,Yes,1,Fiber Optic,10,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.4915033021302069,-0.9712150956839775,0.0,0,5.1,84.64999999999999,2,Churned,93,5571,Price,Price too high,-0.6286267039291179
3758-CKOQL,0,20,Yes,0,1,No,0,United States,California,Valyermo,93563,34.39583,-117.734568,413,Yes,7,1.0844697405568993,Offer B,1,41.15,Yes,1,Fiber Optic,48,Yes,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,1.4038298552214086,1.708657082472164,0.0,0,2427.85,8580.15,4,Stayed,51,4620,Unknown,Unknown,1.5224109988779904
4737-AQCPU,1,39,No,0,1,No,0,United States,California,Los Angeles,90022,34.02381,-118.156582,68701,Yes,5,1.6142102132258447,,1,42.55,Yes,1,DSL,18,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,0.2438955491054544,1.207500795926032,0.0,0,3063.6,8080.25,3,Stayed,42,4658,Unknown,Unknown,0.39369868632635
4334-HOWRP,1,70,No,1,1,No,0,United States,California,Cambria,93428,35.591387,-121.032256,6526,Yes,1,1.6142102132258447,Offer A,0,0.0,No,1,DSL,7,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,0.006258578081699082,0.9998054617447819,0.0,30,0.0,4576.0,3,Stayed,78,4049,Unknown,Unknown,0.010102660659750073
7134-MJPDY,0,69,No,1,0,No,0,United States,California,Moorpark,93021,34.312945,-118.858169,32984,No,0,1.3697146104555622,Offer A,1,11.63,Yes,1,Fiber Optic,5,No,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Credit Card,1.2659007042076202,2.072482469204836,0.0,60,767.58,7804.33,3,Stayed,40,5569,Unknown,Unknown,1.7339226899391624
7940-UQQUG,0,42,No,0,1,Yes,2,United States,California,Thousand Oaks,91360,34.214054,-118.88109,42526,Yes,4,1.2882160761988013,,1,13.95,Yes,1,Fiber Optic,11,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,1.3174164112127704,1.9598861353764154,0.0,0,892.8,7614.400000000001,4,Stayed,33,5133,Unknown,Unknown,1.6971169999724216
9153-BTBVV,0,61,No,0,1,No,0,United States,California,San Francisco,94121,37.776718,-122.495781,42476,Yes,1,1.5734609460974642,Offer A,1,48.01,Yes,0,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,-1.3215172250510334,-0.2327305381877205,0.0,0,3408.71,5161.71,4,Stayed,79,4066,Unknown,Unknown,-2.0793557432128944
2348-KCJLT,0,60,No,0,1,No,0,United States,California,Los Alamitos,90720,33.79499,-118.065591,21343,Yes,8,0.47323073363119283,Offer B,1,44.87,No,1,Cable,20,Yes,Yes,Yes,No,No,No,No,No,One Year,Yes,Credit Card,-0.10840541492976351,0.19497225133414886,0.0,150,1974.28,4846.48,3,Stayed,21,2059,Unknown,Unknown,-0.05130077403680585
6175-IRFIT,1,32,No,0,0,No,0,United States,California,Bangor,95914,39.396585,-121.38029,626,No,0,-1.1159906843756437,,1,32.91,No,1,Fiber Optic,24,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,0.464914550127549,-0.8181741057890289,0.0,10,164.54999999999998,600.9,5,Stayed,66,2610,Unknown,Unknown,-0.518840306973038
9617-UDPEU,0,50,No,0,0,No,0,United States,California,Loyalton,96118,39.637471,-120.226338,1822,No,0,-0.42325314319317653,,1,35.4,No,0,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,-1.5126238800701375,-0.8242639721689317,0.0,0,778.8,1191.35,3,Stayed,52,2691,Unknown,Unknown,0.6402228117087442
1301-LOPVR,1,62,No,0,1,Yes,3,United States,California,North Hollywood,91605,34.207295,-118.400022,57146,Yes,6,-0.13800827329451357,,0,0.0,No,1,DSL,57,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,-0.31280644595019663,-0.2839427840853814,0.0,0,0.0,1636.95,3,Stayed,70,5138,Unknown,Unknown,0.04316987748098022
5642-MHDQT,0,60,No,0,1,No,0,United States,California,Mc Farland,93250,35.666886,-119.186717,10781,Yes,6,0.8399741377866167,Offer B,1,11.35,No,0,,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,-1.4926823160681442,-0.5476163465485644,14.67,0,601.55,1626.33,3,Stayed,42,4836,Unknown,Unknown,-1.2538145414286694
7703-ZEKEF,1,47,No,0,0,No,0,United States,California,Heber,92249,32.730583,-115.501083,3535,No,0,-0.38250387606479613,Offer D,1,18.7,Yes,1,Fiber Optic,24,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.5396954151350245,-0.1603140836267024,0.0,0,430.1,2347.2,2,Churned,78,5701,Competitor,Competitor offered more data,-0.2064355881835461
5671-UUNXD,0,79,No,1,1,No,0,United States,California,Nicasio,94946,38.065359,-122.665566,607,Yes,1,0.7177263364014754,,1,36.58,Yes,1,Fiber Optic,23,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,1.1927816362003112,1.2838889024739435,0.0,0,1829.0,7018.75,3,Stayed,40,5791,Unknown,Unknown,0.8560907938770068
4822-YCXMX,1,64,No,0,0,No,0,United States,California,Fresno,93705,36.78724,-119.827813,35451,No,0,-0.3010053418080353,Offer C,1,8.31,Yes,1,Fiber Optic,22,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6659919871476498,-0.10455650267737485,0.0,0,207.75,2251.2,1,Churned,70,4203,Price,Extra data charges,-0.20046714573279098
5482-NUPNA,0,28,Yes,0,0,No,0,United States,California,Imperial,92251,32.858595,-115.662709,14546,No,0,-1.1567399515040242,,1,18.03,No,1,Cable,59,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,-0.14496494893341827,-0.8862217431644644,0.0,0,72.12,344.27,1,Churned,90,5730,Competitor,Competitor had better devices,0.16768674799902558
6624-JDRDS,0,22,Yes,0,0,No,0,United States,California,Dos Palos,93620,37.045728,-120.630682,9388,No,0,-1.0752414172472633,Offer E,0,0.0,No,1,Cable,52,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,-1.1736172920362484,-0.9350730626032502,0.0,0,0.0,161.45,3,Stayed,42,4391,Unknown,Unknown,1.261921920394951
1771-OADNZ,1,70,No,1,1,No,0,United States,California,Pauma Valley,92061,33.313828,-116.940501,2615,Yes,1,-0.13800827329451357,Offer C,1,35.38,Yes,1,Fiber Optic,21,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,1.0349109211845293,0.20512202863398687,0.0,50,1026.02,3821.22,3,Churned,95,2151,Price,Extra data charges,-0.1428262692463113
4690-PKDQG,0,66,No,1,1,No,0,United States,California,San Diego,92102,32.716007,-117.117462,47140,Yes,3,0.391732199374432,,1,22.89,Yes,1,Fiber Optic,12,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1.0232783421833662,0.7282327247743335,0.0,0,961.38,4891.98,3,Stayed,26,4121,Unknown,Unknown,0.40085107555571264
8541-QVFKM,0,22,Yes,0,0,No,0,United States,California,Long Beach,90807,33.830099,-118.182239,31556,No,0,-0.9937428829905025,,1,17.3,Yes,1,Fiber Optic,41,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.29042586511010604,-0.7273335989554787,0.0,0,138.4,770.6,3,Stayed,61,5777,Unknown,Unknown,-0.28860863648952756
5213-TWWJU,1,26,Yes,0,0,No,0,United States,California,Richmond,94804,37.921034,-122.341798,39089,No,0,-0.178757540422894,,1,45.24,No,1,Fiber Optic,59,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.8720548151682491,0.15258589874069503,0.0,0,1266.72,3892.87,3,Stayed,66,2448,Unknown,Unknown,-0.15588637387341764
9138-EFSMO,1,54,No,0,1,Yes,3,United States,California,Orosi,93647,36.600185,-119.175655,9780,Yes,3,-0.26025607467965484,,1,24.17,No,1,Fiber Optic,75,No,No,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,0.47156173812821356,-0.10861641359731007,0.0,0,628.4200000000001,2662.67,3,Stayed,40,4237,Unknown,Unknown,-0.12272680693436419
5269-NRGDP,1,54,No,0,1,Yes,2,United States,California,Concord,94521,37.971421,-121.971504,39888,Yes,1,0.391732199374432,,1,14.8,No,1,DSL,23,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,0.2787932861089434,0.35650816353439685,0.0,0,621.6,3709.85,3,Stayed,58,2531,Unknown,Unknown,0.10921230713828167
0661-KQHNK,0,38,No,0,1,Yes,3,United States,California,Round Mountain,96084,40.923558,-122.059933,459,No,0,-1.0752414172472633,,1,30.01,No,0,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,-1.5209328650709681,-0.9597634991217691,0.0,0,180.06,285.56,5,Stayed,46,5518,Unknown,Unknown,1.6353700093768484
6663-JOCQO,1,55,No,0,1,No,0,United States,California,Wasco,93280,35.652242,-119.4464,22760,Yes,7,-0.056509739037752714,,1,29.06,Yes,1,DSL,22,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.3485887601159204,0.028295256284200442,1.99,0,900.86,3243.3700000000003,3,Stayed,43,4258,Unknown,Unknown,-0.019698659865644442
