Customer ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,Population,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Label,Churn Score,CLTV,Churn Category,Churn Reason
6034-ZRYCV,0,51,No,0,1,No,0,United States,California,Sacramento,95837,38.691607,-121.602284,264,Yes,1,1.6142102132258447,Offer A,0,0.0,No,Yes,Cable,15,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,-0.3510277769540174,0.7312555932310244,0.0,0,0.0,3937.45,3,Churned,Yes,66,4481,Competitor,Competitor offered more data
2079-FBMZK,0,50,No,0,0,No,0,United States,California,Antelope,95843,38.715498,-121.363411,36432,No,0,-1.0752414172472633,,1,39.36,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,0.14917312009598557,-0.821682398377451,0.0,0,236.16,654.56,1,Churned,Yes,77,5816,Competitor,Competitor made better offer
6608-QQLVK,1,35,No,0,0,No,0,United States,California,Bangor,95914,39.396585,-121.38029,626,No,0,-1.2789877528891656,,1,39.58,No,Yes,DSL,28,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-0.4740007549663106,-0.9840347057083382,0.0,0,39.58,90.08,3,Churned,Yes,83,2077,Competitor,Competitor made better offer
6302-JGYRJ,1,37,No,0,0,No,0,United States,California,Chico,95928,39.681488,-121.83721,32848,No,0,-0.056509739037752714,,1,6.71,Yes,Yes,DSL,3,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,0.4881797081298748,0.13561811886335703,0.0,0,208.01,2795.71,1,Churned,Yes,67,2872,Dissatisfaction,Product dissatisfaction
3685-YLCMQ,1,34,No,0,0,No,0,United States,California,Dobbins,95935,39.381174,-121.21191,614,No,0,1.0437204734285188,Offer B,1,41.14,Yes,Yes,Fiber Optic,25,No,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,1.325725396213601,1.7383562134408206,0.0,40,2386.12,8645.720000000001,2,Churned,Yes,66,5411,Dissatisfaction,Service dissatisfaction
8761-NSOBC,1,41,No,0,0,No,0,United States,California,Gridley,95948,39.346898,-121.759537,9763,No,0,0.47323073363119283,,1,42.92,No,Yes,Fiber Optic,23,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,1.1894580421999785,0.9345600454934317,0.0,0,1888.48,6286.629999999999,2,Churned,Yes,81,3486,Dissatisfaction,Network reliability
8413-VONUO,1,34,No,0,0,No,0,United States,California,Grimes,95950,39.033058,-121.895718,531,No,0,-1.238238485760785,,1,16.76,No,Yes,Fiber Optic,27,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,1.0266019361836989,-0.9324914888117695,0.0,0,33.52,200.82,3,Churned,Yes,82,5332,Dissatisfaction,Limited range of services
9223-UCPVT,0,49,No,0,0,No,0,United States,California,Orland,95963,39.748037,-122.302169,13706,No,0,-1.2789877528891656,,1,18.34,No,Yes,Fiber Optic,6,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.9850570111795457,-0.9646618699056039,0.0,0,18.34,112.74,3,Churned,Yes,77,5764,Price,Lack of affordable download/upload speed
4351-QLCSU,0,47,No,0,0,No,0,United States,California,Quincy,95971,39.971228,-121.041166,6189,No,0,-1.2789877528891656,,1,32.74,No,Yes,DSL,26,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,-0.3244390249513595,-0.9820488797148916,0.0,0,32.74,87.74000000000001,1,Churned,Yes,91,3809,Price,Long distance charges
5419-JPRRN,1,32,No,0,0,No,0,United States,California,Rough And Ready,95975,39.225634,-121.156163,1601,No,0,-1.2789877528891656,,1,10.38,Yes,Yes,Fiber Optic,7,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1.219370388202969,-0.961550742515871,0.0,0,10.38,111.83,1,Churned,Yes,77,4390,Price,Extra data charges
2100-BDNSN,0,39,No,0,1,No,0,United States,California,Strawberry Valley,95981,39.58458,-121.093256,101,Yes,1,-1.1159906843756437,,1,14.9,Yes,Yes,DSL,4,No,No,Yes,Yes,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,0.10596639809166647,-0.8517345650782758,0.0,20,74.5,444.8,3,Churned,Yes,69,3889,Price,Price too high
0488-GSLFR,0,41,No,0,0,No,0,United States,California,Taylorsville,95983,40.053684,-120.743116,513,No,0,-1.2789877528891656,,1,8.31,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.1574821050968162,-0.9756501070693416,0.0,0,8.31,77.81,1,Churned,Yes,91,3365,Dissatisfaction,Product dissatisfaction
9318-NKNFC,1,53,No,0,0,No,0,United States,California,Twain,95984,40.022184,-121.062384,73,No,0,-1.2789877528891656,,1,40.49,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,-1.5259182560714666,-0.9980016818622458,0.0,0,40.49,59.34,1,Churned,Yes,90,4132,Dissatisfaction,Service dissatisfaction
9728-FTTVZ,0,44,No,0,0,No,0,United States,California,Williams,95987,39.117537,-122.284654,4579,No,0,-1.2789877528891656,,1,23.72,No,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.14751132309581955,-0.9757824954689047,0.0,0,23.72,92.92,3,Churned,Yes,82,4073,Dissatisfaction,Lack of self-service on Website
7254-IQWOZ,1,30,No,0,0,No,0,United States,California,Redding,96001,40.587919,-122.464732,31586,No,0,-1.2789877528891656,Offer E,1,28.7,No,Yes,Fiber Optic,69,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.16246749609731476,-0.97558391286956,0.0,0,28.7,98.35,1,Churned,Yes,67,5258,Dissatisfaction,Network reliability
0742-NXBGR,0,64,No,0,0,No,0,United States,California,Adin,96006,41.171578,-120.913161,615,No,0,-1.2789877528891656,Offer E,1,33.41,No,Yes,Fiber Optic,28,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.5829021371393436,-0.9700015353546491,0.0,0,33.41,115.71,1,Churned,Yes,71,4278,Competitor,Competitor had better devices
6110-OHIHY,1,33,No,0,0,No,0,United States,California,Burney,96013,40.946785,-121.719489,4552,No,0,-1.1974892186324047,Offer E,1,49.76,No,Yes,Fiber Optic,3,No,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,0.4815325201292102,-0.8882296338911717,0.0,10,149.28,426.88,2,Churned,Yes,89,4183,Competitor,Competitor offered higher download speeds
5889-LFOLL,0,27,Yes,0,0,No,0,United States,California,Canby,96015,41.486953,-120.913975,417,No,0,-0.7899965473486004,Offer D,1,35.96,Yes,Yes,Fiber Optic,42,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6593447991469852,-0.5141882756588805,0.0,0,467.48,1582.68,1,Churned,Yes,77,2659,Competitor,Competitor offered more data
5708-EVONK,0,37,No,0,1,No,0,United States,California,Cassel,96016,40.936285,-121.572692,344,Yes,1,1.0437204734285188,,1,3.65,Yes,Yes,Fiber Optic,20,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.9518210711762233,1.3923811959159078,0.0,0,211.7,5647.3,1,Churned,Yes,73,5989,Other,Don't know
8708-XPXHZ,0,25,Yes,0,1,No,0,United States,California,Castella,96017,41.121108,-122.336613,228,Yes,1,0.391732199374432,,1,6.84,Yes,Yes,Fiber Optic,27,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.9784098231788811,0.8410717706686197,0.0,0,287.28,4473.58,1,Churned,Yes,95,5458,Competitor,Competitor had better devices
7016-BPGEU,0,53,No,0,0,No,0,United States,California,Dunsmuir,96025,41.212695,-122.392067,2602,No,0,-0.13800827329451357,,0,0.0,No,Yes,Cable,22,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,-1.3181936310507012,-0.6917431842062641,0.0,0,0.0,712.85,1,Churned,Yes,81,2796,Competitor,Competitor offered higher download speeds
6876-ADESB,1,22,Yes,0,0,Yes,2,United States,California,Etna,96027,41.405193,-123.008567,2156,No,0,-1.2789877528891656,,1,34.4,No,Yes,Cable,52,No,No,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,-0.5255164619714603,-0.9847187124394143,0.0,0,34.4,83.35,1,Churned,Yes,65,3913,Competitor,Competitor offered higher download speeds
1963-SVUCV,1,59,No,0,0,No,0,United States,California,Flournoy,96029,39.84784,-122.544556,84,No,0,-1.2789877528891656,,1,28.37,No,Yes,DSL,7,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,-0.6468276429835875,-0.9863294379674319,0.0,30,28.37,103.67,2,Churned,Yes,78,5774,Competitor,Competitor offered higher download speeds
0220-EBGCE,1,58,No,0,0,No,0,United States,California,Escondido,92027,33.141265,-116.967221,48690,No,0,-1.238238485760785,Offer E,1,14.14,No,Yes,Fiber Optic,28,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7008897241511383,-0.9324914888117695,0.0,0,28.28,195.58,1,Churned,Yes,67,3273,Competitor,Competitor made better offer
2754-VDLTR,1,54,No,0,0,No,0,United States,California,Greenview,96037,41.528541,-122.955018,295,No,0,-0.9122443487337416,Offer D,1,35.63,Yes,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,1.0116457631822036,-0.5957395297897529,0.0,0,356.3,1286.7,2,Churned,Yes,69,4922,Competitor,Competitor offered more data
3190-XFANI,1,42,No,0,0,No,0,United States,California,Happy Camp,96039,41.831901,-123.487478,1294,No,0,0.676977069273095,,1,18.97,Yes,Yes,Fiber Optic,3,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,1.1911198392001445,1.2308894131821806,0.0,0,929.53,5999.179999999999,2,Churned,Yes,82,5585,Competitor,Competitor offered more data
7551-DACSP,1,49,No,0,1,Yes,1,United States,California,Hat Creek,96040,40.789799,-121.474529,397,Yes,1,-1.0752414172472633,Offer E,1,1.86,No,Yes,DSL,19,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,-0.31446824295036285,-0.8632302911070054,0.0,0,11.16,335.41,2,Churned,Yes,91,3878,Competitor,Competitor made better offer
0520-FDVVT,1,26,Yes,0,0,No,0,United States,California,Lewiston,96052,40.704293,-122.803899,1845,No,0,0.10648732947576899,,1,39.84,No,Yes,Fiber Optic,48,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,1.249282734205959,0.5938584992177826,0.0,0,1394.4,5020.5,3,Churned,Yes,80,2473,Price,Price too high
1444-VVSGW,1,51,No,0,1,No,0,United States,California,Los Molinos,96055,40.059385,-122.091481,3756,Yes,1,1.5327116789690838,Offer A,1,17.17,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card,1.6913207362501481,2.510290906560022,0.0,10,1201.9,9180.75,2,Churned,Yes,91,5563,Dissatisfaction,Product dissatisfaction
5712-PTIWW,1,46,No,0,0,No,0,United States,California,Mcarthur,96056,41.10831,-121.360362,1554,No,0,-1.238238485760785,Offer E,1,16.14,No,Yes,Fiber Optic,2,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.5014740841312035,-0.9390447145901433,0.0,0,32.28,184.73,2,Churned,Yes,91,3280,Dissatisfaction,Service dissatisfaction
3315-TOTBP,1,29,Yes,0,0,No,0,United States,California,Mill Creek,96061,40.331975,-121.460674,78,No,0,-0.7084980130918396,Offer D,1,44.86,Yes,Yes,Fiber Optic,52,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,0.3735157151184122,-0.5072820141483386,0.0,0,672.9,1803.75,1,Churned,Yes,74,4938,Dissatisfaction,Lack of self-service on Website
1518-VOWAV,0,31,No,0,0,No,0,United States,California,Fallbrook,92028,33.362575,-117.299644,42239,No,0,-0.9529936158621221,Offer E,1,36.43,No,Yes,DSL,16,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.32864719611392706,-0.6958472245927204,0.0,0,327.87,1031.42,1,Churned,Yes,90,5900,Competitor,Competitor made better offer
5909-ECHUI,0,49,No,0,0,No,0,United States,California,Oak Run,96069,40.689243,-122.037023,829,No,0,-1.2789877528891656,,1,26.14,No,Yes,DSL,22,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,-0.28289409994720643,-0.9814972613833787,0.0,0,26.14,82.39,1,Churned,Yes,71,3065,Price,Lack of affordable download/upload speed
1309-BXVOQ,1,27,Yes,0,1,No,0,United States,California,Old Station,96071,40.656287,-121.428965,182,Yes,1,-0.464002410321557,Offer D,1,21.83,Yes,Yes,Fiber Optic,59,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1.3739175092184182,-0.013429154311438056,0.0,0,458.43,2708.38,1,Churned,Yes,69,3584,Price,Long distance charges
2856-HYAPG,0,62,No,0,0,No,0,United States,California,Platina,96076,40.367964,-122.937379,215,No,0,-1.2789877528891656,Offer E,1,12.4,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.12923155609399228,-0.9760252075347703,0.0,0,12.4,81.05000000000001,2,Churned,Yes,91,3052,Price,Price too high
4488-PSYCG,1,24,Yes,0,0,No,0,United States,California,Seiad Valley,96086,41.924174,-123.260788,332,No,0,-0.6677487459634591,Offer D,1,21.04,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,-1.479387940066815,-0.8618181481783322,0.0,0,336.64,664.0899999999999,1,Churned,Yes,83,4327,Price,Long distance charges
6906-ANDWJ,1,39,No,0,1,No,0,United States,California,Vina,96092,39.955164,-122.018567,439,Yes,1,-0.7084980130918396,Offer D,1,34.63,Yes,Yes,Fiber Optic,15,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.33695618111475767,-0.5176965682473028,0.0,0,519.45,1626.7,2,Churned,Yes,90,2510,Dissatisfaction,Lack of self-service on Website
1031-IIDEO,0,51,No,0,0,No,0,United States,California,Sierra City,96125,39.600599,-120.636358,348,No,0,-1.2789877528891656,Offer E,1,27.05,No,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.20235062410130134,-0.9750543592713077,0.0,0,27.05,97.9,3,Churned,Yes,72,2874,Dissatisfaction,Network reliability
5832-XKAES,1,56,No,0,0,No,0,United States,California,Sierraville,96126,39.559709,-120.345639,227,No,0,-1.238238485760785,Offer E,1,37.72,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.16745288709781284,-0.946877694897627,0.0,0,75.44,210.14,1,Churned,Yes,74,2320,Other,Don't know
4701-AHWMW,1,30,No,0,1,No,0,United States,California,Susanville,96130,40.559177,-120.612113,19440,Yes,1,0.9214726720433775,,0,0.0,No,Yes,DSL,42,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,-0.3393951979528547,0.30798781509451917,0.0,50,0.0,3028.3,1,Churned,Yes,69,6041,Attitude,Attitude of service provider
9210-IAHGH,0,57,No,0,0,No,0,United States,California,Wendel,96136,40.345949,-120.081187,162,No,0,-1.0344921501188828,Offer E,1,23.35,No,Yes,DSL,6,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.19902703010096928,-0.8073844512246359,0.0,0,163.45000000000002,614.25,1,Churned,Yes,84,2248,Attitude,Attitude of support person
0023-XUOPT,0,26,Yes,0,1,No,0,United States,California,Carnelian Bay,96140,39.227434,-120.091806,1943,Yes,1,-0.7899965473486004,,1,43.56,Yes,Yes,Fiber Optic,52,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.9750862291785486,-0.4698822912717616,0.0,0,566.28,1781.88,1,Churned,Yes,75,2973,Other,Don't know
4592-IWTJI,0,46,No,0,1,Yes,2,United States,California,Homewood,96141,39.117018,-120.212535,858,Yes,1,-1.1974892186324047,Offer E,0,0.0,No,Yes,Cable,15,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,-1.1653083070354178,-0.9658533655016719,0.0,0,0.0,91.7,1,Churned,Yes,84,2613,Attitude,Attitude of support person
6518-LGAOV,0,60,No,0,1,No,0,United States,California,San Diego,92121,32.898613,-117.202937,4258,Yes,1,0.22873513086091027,,1,19.08,Yes,Yes,Fiber Optic,4,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1.3373579752147637,0.770508753701485,0.0,0,725.04,4751.4400000000005,1,Churned,Yes,92,2341,Other,Don't know
7242-QZLXF,1,20,Yes,0,0,Yes,3,United States,California,San Diego,92121,32.898613,-117.202937,4258,No,0,-1.2789877528891656,,0,0.0,No,Yes,Cable,51,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,-1.3115464430500368,-0.9951553312716389,0.0,10,0.0,35.3,2,Churned,Yes,91,5421,Competitor,Competitor made better offer
4576-CSAJH,1,22,Yes,0,0,No,0,United States,California,San Diego,92121,32.898613,-117.202937,4258,No,0,-0.42325314319317653,,1,33.53,No,Yes,DSL,59,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,-0.3194536339508612,-0.47983348597225495,0.0,0,737.6600000000001,1930.71,3,Churned,Yes,90,5866,Competitor,Competitor made better offer
1000-AJSLD,1,25,Yes,0,0,No,0,United States,California,San Diego,92121,32.898613,-117.202937,4258,No,0,-1.2789877528891656,,1,4.11,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,-1.4843733310673135,-0.9974500635307328,0.0,0,4.11,24.21,1,Churned,Yes,90,4389,Competitor,Competitor made better offer
1062-LHZOD,1,49,No,0,1,No,0,United States,California,San Diego,92121,32.898613,-117.202937,4258,No,0,-1.2789877528891656,,1,4.99,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,0.17077648109814536,-0.9754735892032574,0.0,0,4.99,74.89,1,Churned,Yes,90,2100,Competitor,Competitor made better offer
9600-NAXZN,1,39,No,0,0,No,0,United States,California,San Diego,92121,32.898613,-117.202937,4258,No,0,0.4324814665028124,,1,49.64,Yes,Yes,Fiber Optic,27,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1.217708591202803,0.9918621577709956,0.0,0,2134.52,6662.52,1,Churned,Yes,90,3370,Competitor,Competitor made better offer
6457-USBER,1,34,No,0,0,No,0,United States,California,San Diego,92121,32.898613,-117.202937,4258,No,0,-1.2789877528891656,,1,41.77,No,Yes,Fiber Optic,15,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.53304822713436,-0.9706634773524646,0.0,0,41.77,122.57,3,Churned,Yes,90,4424,Competitor,Competitor made better offer
4662-EKDPQ,1,44,No,0,0,No,0,United States,California,San Diego,92121,32.898613,-117.202937,4258,No,0,-1.238238485760785,,1,37.29,Yes,Yes,Cable,20,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,-0.09012564792793624,-0.9541149274070765,0.0,0,74.58,192.88,1,Churned,Yes,90,5344,Competitor,Competitor made better offer
9259-PACGQ,0,19,Yes,0,1,No,0,United States,California,Los Angeles,90026,34.078991,-118.263804,73686,Yes,1,0.06573806234738856,,1,41.32,Yes,Yes,Cable,71,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,-0.07018408392594272,-0.00241885241443975,0.0,0,1404.88,3679.78,1,Churned,Yes,91,3918,Competitor,Competitor had better devices
4415-IJZTP,0,33,No,0,0,No,0,United States,California,Los Angeles,90027,34.127194,-118.295647,48727,No,0,-1.2789877528891656,,1,13.61,Yes,Yes,Fiber Optic,25,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.3236618051134285,-0.9734436337432898,0.0,0,13.61,88.11,1,Churned,Yes,69,2016,Competitor,Competitor had better devices
1465-VINDH,0,31,No,0,1,No,0,United States,California,Los Angeles,90028,34.099869,-118.326843,30568,Yes,1,-0.9122443487337416,,1,32.07,Yes,Yes,Fiber Optic,22,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,1.2409737492051283,-0.5346422833913802,0.0,0,320.7,1389.55,3,Churned,Yes,78,3596,Competitor,Competitor offered higher download speeds
2810-FTLEM,0,21,Yes,0,0,No,0,United States,California,Los Angeles,90036,34.070291,-118.349191,32901,No,0,-0.6677487459634591,,1,14.26,No,Yes,DSL,53,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-0.4856333339674735,-0.6699432277448729,0.0,0,228.16,990.41,2,Churned,Yes,69,4254,Competitor,Competitor offered higher download speeds
1925-TIBLE,0,62,No,0,1,No,0,United States,California,Los Angeles,90049,34.091829,-118.491244,33523,Yes,1,-1.0344921501188828,,1,22.61,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.722493085153298,-0.749265943816433,0.0,20,158.26999999999998,760.77,1,Churned,Yes,74,3887,Competitor,Competitor offered higher download speeds
1447-GIQMR,1,54,No,0,1,No,0,United States,California,Los Angeles,90062,34.003553,-118.308933,29299,Yes,1,-1.2789877528891656,,1,2.2,No,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.14584952609565352,-0.9758045602021652,0.0,0,2.2,71.35000000000001,2,Churned,Yes,87,4179,Competitor,Competitor offered more data
0872-NXJYS,0,40,No,0,0,No,0,United States,California,West Hollywood,90069,34.093781,-118.381061,20408,No,0,-0.9529936158621221,,1,45.41,No,Yes,Fiber Optic,23,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.4915033021302069,-0.6870875254882949,0.0,0,408.69,1132.09,1,Churned,Yes,81,3246,Competitor,Competitor offered more data
9412-ARGBX,0,47,No,0,0,No,0,United States,California,Downey,90241,33.940884,-118.128628,40152,No,0,0.6362278021447145,,1,29.54,No,Yes,Fiber Optic,29,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,1.0216165451832002,1.0359254300922491,0.0,0,1417.92,6045.77,2,Churned,Yes,90,2459,Competitor,Competitor made better offer
2737-WFVYW,0,28,Yes,0,0,No,0,United States,California,Marina Del Rey,90292,33.977468,-118.445475,18058,No,0,-1.238238485760785,,0,0.0,No,Yes,DSL,48,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,-0.6484894399837535,-0.968589392425976,0.0,10,0.0,95.5,1,Churned,Yes,74,4566,Dissatisfaction,Product dissatisfaction
9850-OWRHQ,0,55,No,0,1,No,0,United States,California,Torrance,90502,33.833181,-118.292062,17058,Yes,1,-1.1974892186324047,,1,16.29,Yes,Yes,Fiber Optic,24,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.31036742911209936,-0.9057049026335015,0.0,0,48.87,276.87,1,Churned,Yes,69,5657,Dissatisfaction,Lack of self-service on Website
8676-TRMJS,1,27,Yes,0,0,No,0,United States,California,Torrance,90504,33.867257,-118.330794,31678,No,0,-1.1974892186324047,,1,34.49,Yes,Yes,Fiber Optic,52,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,0.3402797751150897,-0.914045371805977,0.0,0,103.47,312.57,1,Churned,Yes,88,3190,Dissatisfaction,Limited range of services
8182-PNAGI,1,50,No,0,0,No,0,United States,California,Pico Rivera,90660,33.989524,-118.089299,63288,No,0,-0.8307458144769808,,1,46.58,No,Yes,DSL,26,No,No,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,-0.4823097399671412,-0.7443013788328166,0.0,120,558.96,1272.71,1,Churned,Yes,67,3624,Price,Extra data charges
2180-DXNEG,0,46,No,0,0,No,0,United States,California,Harbor City,90710,33.798266,-118.300237,24660,No,0,-0.8307458144769808,,1,25.54,No,Yes,Fiber Optic,27,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1.0382345151848615,-0.5376210223815501,0.0,0,306.48,1368.58,1,Churned,Yes,89,5239,Dissatisfaction,Product dissatisfaction
5515-AKOAJ,0,38,No,0,0,No,0,United States,California,Hawaiian Gardens,90716,33.830431,-118.074071,14852,No,0,0.8807234049149971,,1,41.83,Yes,Yes,Fiber Optic,9,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1.1745018691984834,1.3947200576415222,0.0,0,2258.82,7699.719999999999,1,Churned,Yes,75,5763,Dissatisfaction,Service dissatisfaction
8976-OQHGT,0,38,No,0,1,Yes,3,United States,California,Lomita,90717,33.794209,-118.317354,21065,Yes,5,-1.1567399515040242,,1,42.71,No,Yes,DSL,56,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,-0.27458511494637583,-0.902571710510508,0.0,0,170.84,405.94,2,Churned,Yes,91,5758,Dissatisfaction,Lack of self-service on Website
5294-CDGWY,1,51,No,0,1,No,0,United States,California,Long Beach,90802,33.752524,-118.210737,38427,Yes,1,0.7584756035298558,,0,0.0,No,Yes,DSL,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,-0.18152448293707302,0.32402887617491527,0.0,0,0.0,3014.65,1,Churned,Yes,95,5633,Other,Don't know
5295-PCJOO,1,44,No,0,0,Yes,2,United States,California,Long Beach,90805,33.864622,-118.179626,91664,No,0,-1.1567399515040242,,1,9.77,No,Yes,Cable,16,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,-0.5105602889699654,-0.9249453500366726,0.0,10,39.08,233.48,1,Churned,Yes,84,4455,Other,Don't know
9863-JZAIC,1,60,No,0,0,No,0,United States,California,Long Beach,90807,33.830099,-118.182239,31556,No,0,0.10648732947576899,,1,48.93,No,Yes,Cable,14,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,-0.3244390249513595,-0.11907509716279534,0.0,0,1712.55,3723.1,1,Churned,Yes,91,2220,Other,Don't know
7660-HDPJV,0,51,No,0,0,No,0,United States,California,Long Beach,90810,33.819814,-118.222416,35656,No,0,-1.2789877528891656,,1,10.08,No,Yes,Fiber Optic,18,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.14751132309581955,-0.9757824954689047,0.0,0,10.08,79.28,2,Churned,Yes,81,2637,Dissatisfaction,Poor expertise of online support
